Date,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée
2023-01-01,Paris Nord,Lille,66,651,24,61,23.52942442719884,2.8767676767676744
2023-01-01,Rennes,Lyon Part Dieu,238,84,4,10,49.03666667,6.338333333
2023-01-01,Francfort,Paris Est,232,173,27,24,38.01875,8.996206897
2023-01-01,Paris Nord,Dunkerque,128,199,16,14,28.28571429,2.191256831
2023-01-01,Paris Est,Francfort,231,172,27,37,34.91486486,12.67241379
2023-01-01,Bellegarde (Ain),Paris Lyon,168,291,19,35,38.83190476,6.08560049
2023-01-01,Brest,Paris Montparnasse,228,289,12,25,74.982,5.959851301
2023-01-01,Marseille St Charles,Paris Lyon,201,503,14,56,41.5952381,6.637559646
2023-01-01,Paris Est,Reims,46,246,16,27,17.3691358,2.594640235
2023-01-01,Perpignan,Paris Lyon,312,193,12,20,31.5875,5.789325843
2023-01-01,Poitiers,Paris Montparnasse,100,456,29,53,39.26257862,3.009342835
2023-01-01,Paris Lyon,Valence Alixan Tgv,136,372,15,56,32.73005952,5.946918768
2023-01-01,Nancy,Paris Est,95,283,20,29,28.85747126,3.298035488
2023-01-01,Reims,Paris Est,45,244,20,25,23.05266667,2.868303571
2023-01-01,Toulouse Matabiau,Paris Montparnasse,268,222,12,31,58.45698925,8.920145631
2023-02-01,Laval,Paris Montparnasse,81,267,5,31,21.19784946,2.827884615
2023-02-01,Paris Lyon,Dijon Ville,100,396,20,26,39.11987179,2.997207447
2023-02-01,Valence Alixan Tgv,Paris Lyon,135,331,17,50,26.55866667,5.491373802
2023-02-01,Lyon Part Dieu,Marseille St Charles,103,414,16,67,33.41691542,7.296068376
2023-02-01,Metz,Paris Est,91,264,6,29,27.560344827586203,2.782816537
2023-02-01,Lausanne,Paris Lyon,233,150,6,8,51.38333333,4.156828704
2023-02-01,Angouleme,Paris Montparnasse,125,298,17,26,23.14935897,2.979889299
2023-02-01,Marseille St Charles,Marne La Vallee,210,244,6,29,41.3,8.172058824
2023-02-01,Annecy,Paris Lyon,228,143,9,32,35.5953125,11.18718905
2023-02-01,Bellegarde (Ain),Paris Lyon,168,252,12,29,44.42068966,6.332217573
2023-02-01,Paris Est,Reims,46,215,4,13,26.13846154,2.084834123
2023-02-01,Paris Lyon,Annecy,229,143,7,19,42.44736842,8.316176471
2023-02-01,Paris Lyon,Macon Loche,99,252,11,25,35.42133333,4.677593361
2023-02-01,Aix En Provence Tgv,Paris Lyon,188,380,12,32,51.91145833,5.988601271571299
2023-02-01,La Rochelle Ville,Paris Montparnasse,172,192,16,14,21.33452381,2.717045455
2023-02-01,Paris Montparnasse,Laval,80,282,7,29,17.78275862,1.878787879
2023-02-01,Paris Montparnasse,Poitiers,96,520,30,26,24.23269231,1.459863946
2023-02-01,Paris Montparnasse,St Malo,156,88,8,3,31.2,1.436458333
2023-02-01,Paris Nord,Dunkerque,128,177,5,18,34.16666667,3.372093023
2023-02-01,Paris Lyon,Italie,426,86,3,6,38.25,2.265060241
2023-02-01,Lyon Part Dieu,Marne La Vallee,110,284,9,68,23.96102941,7.752808303
2023-02-01,Paris Lyon,Perpignan,310,174,18,10,44.5,2.963034188
2023-02-01,Paris Montparnasse,La Rochelle Ville,178,208,17,9,31.888888888888896,2.295811518
2023-02-01,Tours,Paris Montparnasse,78,176,7,18,19.47777778,2.161242604
2023-02-01,Nimes,Paris Lyon,181,211,7,21,38.19920635,5.671813725
2023-02-01,Paris Montparnasse,Vannes,158,229,10,23,22.26086957,3.287671233
2023-02-01,Paris Lyon,Nice Ville,353,198,6,29,34.91666667,6.067100694444451
2023-02-01,Toulouse Matabiau,Paris Montparnasse,268,198,7,19,31.98333333,4.830407801
2023-02-01,Paris Lyon,Zurich,248,148,6,16,38.40208333,6.11185446
2023-02-01,Paris Lyon,Besancon Franche Comte Tgv,133,156,13,10,43.76666667,4.11002331
2023-02-01,Paris Lyon,Saint Etienne Chateaucreux,173,88,11,9,26.79074074,4.531601732
2023-02-01,Poitiers,Paris Montparnasse,99,423,19,71,17.28685446,3.466875522
2023-02-01,Paris Est,Stuttgart,189,127,7,21,38.56111111,10.80472222
2023-02-01,Paris Lyon,Geneve,195,220,14,20,43.0975,4.706148867
2023-02-01,Nantes,Strasbourg,313,52,1,3,47.57777778,4.473529412
2023-02-01,St Malo,Paris Montparnasse,153,88,1,7,34.44761905,3.168958333
2023-02-01,Bordeaux St Jean,Paris Montparnasse,140,964,46,100,27.35716667,3.920700986
2023-02-01,Strasbourg,Paris Est,116,473,13,67,33.99104478,5.581327498
2023-02-01,Lille,Paris Nord,69,617,8,109,22.53586151,5.000561849992796
2023-02-01,Besancon Franche Comte Tgv,Paris Lyon,136,165,9,15,48.57666667,5.315591398
2023-02-01,Paris Lyon,Montpellier,217,178,8,15,39.91444444,4.194901961
2023-02-01,Perpignan,Paris Lyon,312,172,12,13,42.73846154,6.745833333
2023-02-01,Strasbourg,Nantes,333,52,1,3,19.32222222,1.912745098
2023-02-01,Tourcoing,Bordeaux St Jean,298,27,2,1,66.2,3.814666667
2023-02-01,Lille,Marseille St Charles,297,219,3,26,44.52781843862355,7.911728395061703
2023-02-01,Lyon Part Dieu,Lille,187,264,8,78,30.07059984214676,11.73438745471019
2023-02-01,Lyon Part Dieu,Paris Lyon,123,640,31,60,30.39833333,4.268914474
2023-02-01,Paris Montparnasse,Bordeaux St Jean,141,920,45,50,29.550333333333302,2.324685714
2023-02-01,Paris Montparnasse,Le Mans,57,388,9,26,13.20512821,0.822779244
2023-02-01,Rennes,Lyon Part Dieu,238,78,4,4,36.17916667,2.708558559
2023-02-01,Paris Lyon,Barcelona,403,56,7,5,38.0,4.040816327
2023-02-01,Brest,Paris Montparnasse,228,258,8,12,53.7,2.724557823
2023-02-01,Chambery Challes Les Eaux,Paris Lyon,183,333,13,81,40.95967078189301,12.14744792
2023-02-01,Marseille St Charles,Tourcoing,284,27,1,7,42.85714286,13.326923076923098
2023-02-01,Nice Ville,Paris Lyon,355,189,6,17,45.40784313725491,5.422222222
2023-02-01,Paris Nord,Douai,70,128,3,21,21.18809524,3.6324
2023-02-01,Paris Lyon,Lausanne,234,161,9,17,39.82058824,5.094846491
2023-02-01,Lille,Lyon Part Dieu,184,324,11,32,29.07804728,5.670500532481368
2023-02-01,Marseille St Charles,Lyon Part Dieu,103,392,19,39,36.55,5.983063791554359
2023-02-01,Nantes,Paris Montparnasse,134,553,20,35,32.62142857,2.402856246
2023-02-01,Dunkerque,Paris Nord,131,154,5,20,32.77583333,6.990022676
2023-02-01,Paris Est,Strasbourg,114,490,18,48,28.91597222,3.172175141
2023-02-01,Paris Lyon,Avignon Tgv,164,363,10,36,37.37685185,5.256987724
2023-02-01,Saint Etienne Chateaucreux,Paris Lyon,173,88,5,6,20.22777778,2.943162393
2023-02-01,Paris Lyon,Grenoble,186,228,14,26,32.48076923,4.892523364485981
2023-02-01,Paris Nord,Lille,66,600,15,84,22.80269925843398,3.7964672364672327
2023-02-01,Rennes,Paris Montparnasse,100,715,17,68,30.31397059,3.304621648
2023-02-01,Paris Montparnasse,Tours,77,178,5,11,10.77878788,0.874662813
2023-02-01,Italie,Paris Lyon,433,86,4,22,61.08106061,20.03495935
2023-02-01,Paris Lyon,Toulon,246,242,10,35,33.4252381,7.737356322
2023-02-01,Angers Saint Laud,Paris Montparnasse,96,491,16,41,28.72439024,2.52230444
2023-02-01,Marseille St Charles,Paris Lyon,201,440,11,37,49.18513514,5.790732087
2023-02-01,Paris Lyon,Aix En Provence Tgv,187,411,13,34,44.17058824,4.820854271
2023-02-01,Mulhouse Ville,Paris Lyon,174,304,17,24,42.15486111,4.642218351
2023-02-01,Paris Montparnasse,St Pierre Des Corps,65,462,21,23,18.28043478,1.2230914588057402
2023-02-01,Zurich,Paris Lyon,248,168,8,5,51.11,3.686458333
2023-02-01,Avignon Tgv,Paris Lyon,166,381,12,47,37.00035461,5.682065217
2023-02-01,Marne La Vallee,Marseille St Charles,215,245,5,26,44.51089744,7.267847222
2023-02-01,Paris Montparnasse,Angers Saint Laud,95,458,14,26,23.56858974,1.483558559
2023-02-01,Arras,Paris Nord,50,460,10,99,20.77255892,5.909279881
2023-02-01,Le Mans,Paris Montparnasse,58,424,11,72,18.58912037,3.214760746
2023-02-01,Paris Est,Nancy,96,252,4,11,22.43636364,1.408870968
2023-02-01,Toulon,Paris Lyon,247,229,11,19,45.50701754,5.088940092
2023-02-01,Dijon Ville,Paris Lyon,102,381,21,34,38.93921569,4.842407407
2023-02-01,Montpellier,Lyon Part Dieu,115,175,11,21,24.31111111,5.71504065
2023-02-01,Paris Lyon,Lyon Part Dieu,123,638,35,51,41.44542484,4.069379845
2023-02-01,Paris Montparnasse,Toulouse Matabiau,266,200,13,22,41.38712121,5.404456328
2023-02-01,Paris Est,Francfort,242,72,4,8,28.2,4.064215686
2023-02-01,Grenoble,Paris Lyon,187,209,15,18,30.48240741,5.514948454
2023-02-01,Lyon Part Dieu,Montpellier,112,196,12,20,31.6075,4.567391304
2023-02-01,Paris Lyon,Chambery Challes Les Eaux,182,360,11,63,28.41111111,7.035148042024831
2023-02-01,Macon Loche,Paris Lyon,99,225,14,59,29.1519774,10.4615942
2023-02-01,Marseille St Charles,Lille,282,174,3,37,38.00151515151517,11.378849902534135
2023-02-01,Paris Montparnasse,Angouleme,125,275,21,22,23.574242424242403,3.185104987
2023-02-01,Paris Lyon,Valence Alixan Tgv,136,316,14,29,29.61896552,3.626744186
2023-02-01,Douai,Paris Nord,75,169,4,34,20.67156863,4.534161491
2023-02-01,Marne La Vallee,Lyon Part Dieu,110,352,11,43,25.30077519,5.382404692
2023-02-01,Nancy,Paris Est,95,251,3,13,28.992307692307698,1.716666667
2023-02-01,Paris Lyon,Bellegarde (Ain),168,255,15,38,41.57236842,7.624305556
2023-02-01,Paris Lyon,Mulhouse Ville,174,304,17,23,35.02681159,3.225261324
2023-02-01,Paris Lyon,Nimes,185,164,6,13,37.63717949,4.307278481
2023-02-01,Paris Montparnasse,Brest,230,264,16,6,34.08333333,0.929435484
2023-02-01,Quimper,Paris Montparnasse,233,218,4,14,41.90833333,4.072511848
2023-02-01,Paris Montparnasse,Nantes,134,534,21,22,50.86742424,2.570792723
2023-02-01,Paris Montparnasse,Quimper,227,201,7,14,35.5,3.896907216
2023-02-01,Reims,Paris Est,46,213,7,13,28.88717949,2.034789644
2023-02-01,Vannes,Paris Montparnasse,166,256,4,23,33.40144928,4.043933054
2023-02-01,Paris Lyon,Marseille St Charles,201,504,15,38,45.12192982,4.910872529
2023-02-01,Paris Nord,Arras,48,469,13,73,22.97374429,4.864692982456139
2023-02-01,Stuttgart,Paris Est,194,129,3,21,36.63730159,8.708533333
2023-02-01,Lyon Part Dieu,Rennes,240,78,3,5,45.67,4.744
2023-02-01,Francfort,Paris Est,241,69,6,14,29.9047619,8.203055556
2023-02-01,Geneve,Paris Lyon,197,216,12,19,36.16052632,4.906862745
2023-02-01,Bordeaux St Jean,Tourcoing,333,27,2,2,81.5,7.6
2023-02-01,Le Creusot Montceau Montchanin,Paris Lyon,85,194,9,40,19.92583333,4.968288288
2023-02-01,Barcelona,Paris Lyon,408,56,5,5,43.05666667,7.038666667
2023-02-01,Montpellier,Paris Lyon,212,218,8,17,43.9245098,5.536507937
2023-02-01,Paris Est,Metz,89,238,6,18,22.70277778,0.071623563
2023-02-01,Paris Lyon,Le Creusot Montceau Montchanin,85,185,8,15,35.63444444,3.1392655367231703
2023-02-01,Paris Montparnasse,Rennes,100,660,21,40,17.00208333,0.677543036
2023-02-01,St Pierre Des Corps,Paris Montparnasse,65,487,20,58,16.86091954,2.260237069
2023-03-01,Paris Lyon,Lausanne,234,158,38,17,37.23627451,5.504722222222219
2023-03-01,Metz,Paris Est,91,300,31,27,40.17654321,3.508302122
2023-03-01,Paris Lyon,Lyon Part Dieu,123,735,188,85,64.35019608,10.40987203
2023-03-01,Avignon Tgv,Paris Lyon,167,437,90,51,62.52908497,9.834441233
2023-03-01,Barcelona,Paris Lyon,408,62,14,8,51.97708333,7.960569106
2023-03-01,Lyon Part Dieu,Paris Lyon,122,729,165,87,55.27509579,9.606601539
2023-03-01,Paris Est,Reims,46,250,32,12,29.395833333333304,2.008180428
2023-03-01,Paris Lyon,Mulhouse Ville,173,280,45,34,80.35686275,12.20929078
2023-03-01,Paris Nord,Dunkerque,127,200,44,9,21.11111111,1.116129032
2023-03-01,Rennes,Paris Montparnasse,101,805,151,80,35.27979167,4.649206349
2023-03-01,Paris Nord,Douai,70,143,25,13,26.64487179,3.086864407
2023-03-01,Lausanne,Paris Lyon,232,142,17,21,59.71269841,10.50930931
2023-03-01,Paris Lyon,Italie,426,94,18,11,62.81818182,8.243421053
2023-03-01,Marne La Vallee,Lyon Part Dieu,110,405,149,47,54.83723404,11.86966146
2023-03-01,Paris Lyon,Besancon Franche Comte Tgv,133,150,25,17,63.88039216,9.861333333
2023-03-01,Paris Montparnasse,St Pierre Des Corps,66,527,130,42,17.53809524,2.017968094
2023-03-01,Aix En Provence Tgv,Paris Lyon,189,436,71,46,66.54601449,9.273333333
2023-03-01,Toulon,Paris Lyon,248,273,55,32,59.51250000000001,9.570015576
2023-03-01,Zurich,Paris Lyon,249,153,20,13,63.44230769,6.166666667
2023-03-01,Paris Est,Nancy,96,296,36,11,27.63636364,1.541794872
2023-03-01,Nice Ville,Paris Lyon,356,222,39,29,57.09252874,9.661172161
2023-03-01,Paris Nord,Lille,66,663,113,34,19.756788359788366,1.2947878787878766
2023-03-01,Paris Lyon,Geneve,196,242,67,28,46.60833333,8.091714286
2023-03-01,Lyon Part Dieu,Rennes,238,86,34,12,56.65277778,14.19583333
2023-03-01,Paris Est,Strasbourg,112,605,82,32,39.96822917,2.279094965
2023-03-01,Paris Lyon,Nice Ville,354,219,37,25,43.51133333333329,6.749358974
2023-03-01,Francfort,Paris Est,242,32,3,6,29.32222222,9.256547619
2023-03-01,Geneve,Paris Lyon,198,235,62,27,53.30679012,9.684393064
2023-03-01,Stuttgart,Paris Est,194,151,24,24,35.18680556,9.318699187
2023-03-01,Lyon Part Dieu,Marne La Vallee,110,343,115,49,51.61394558,12.17447917
2023-03-01,Marne La Vallee,Marseille St Charles,215,274,72,37,60.78558559,12.79884488
2023-03-01,Montpellier,Paris Lyon,212,251,29,42,47.64087302,10.0716967
2023-03-01,Paris Lyon,Macon Loche,99,288,75,38,54.61052632,10.69640063
2023-03-01,Valence Alixan Tgv,Paris Lyon,135,394,63,66,49.02979798,10.81529889
2023-03-01,La Rochelle Ville,Paris Montparnasse,174,222,94,14,27.21785714,3.537630208
2023-03-01,Marseille St Charles,Tourcoing,284,29,6,3,57.66666666666671,6.022727272727269
2023-03-01,Montpellier,Lyon Part Dieu,114,207,82,13,42.9974359,6.050133333
2023-03-01,Laval,Paris Montparnasse,81,300,37,45,41.72222222,4.741796875
2023-03-01,Lyon Part Dieu,Montpellier,112,245,88,26,48.17371795,8.722331155
2023-03-01,Paris Lyon,Saint Etienne Chateaucreux,174,114,60,11,58.933333333333294,13.74722222
2023-03-01,Paris Montparnasse,St Malo,156,98,47,6,41.25,4.904248366
2023-03-01,Paris Montparnasse,Tours,77,198,39,15,20.16777778,2.131132075
2023-03-01,Strasbourg,Paris Est,114,574,65,74,30.74144144,5.000134138
2023-03-01,Paris Lyon,Marseille St Charles,202,572,113,56,61.714880952380994,8.317283951
2023-03-01,Strasbourg,Nantes,335,58,9,7,70.73095238,10.59863946
2023-03-01,Mulhouse Ville,Paris Lyon,175,296,50,29,62.62816092,8.324119241
2023-03-01,Paris Est,Francfort,257,37,6,4,22.60416667,0.954301075
2023-03-01,Douai,Paris Nord,74,192,37,31,13.817741935483898,4.452795699
2023-03-01,Bellegarde (Ain),Paris Lyon,169,271,65,32,47.333854166666704,8.336650485
2023-03-01,Paris Montparnasse,Le Mans,57,443,65,40,29.63833333,2.911287478
2023-03-01,Quimper,Paris Montparnasse,235,271,52,17,81.29019608,8.338952381
2023-03-01,St Malo,Paris Montparnasse,152,97,17,3,13.25555556,1.188095238
2023-03-01,Tourcoing,Bordeaux St Jean,300,31,10,2,157.1333333,16.03253968
2023-03-01,Marseille St Charles,Paris Lyon,201,511,76,61,69.59016393,10.68180077
2023-03-01,Paris Est,Metz,90,287,32,16,19.78958333,0.285751634
2023-03-01,Lille,Lyon Part Dieu,184,375,143,38,56.51876212023266,12.15150862068966
2023-03-01,Lyon Part Dieu,Lille,187,320,108,40,53.40442614169013,12.378881578947368
2023-03-01,Paris Lyon,Valence Alixan Tgv,135,394,75,50,49.40266667,8.325182863
2023-03-01,Nancy,Paris Est,95,292,38,19,21.51140351,1.638254593
2023-03-01,Paris Lyon,Grenoble,186,230,115,21,49.5952381,10.39130435
2023-03-01,Italie,Paris Lyon,433,94,26,19,49.71929825,16.6247549
2023-03-01,Paris Lyon,Barcelona,406,62,26,5,86.0,11.44444444
2023-03-01,Dunkerque,Paris Nord,131,173,46,17,26.895098039215704,5.695767196
2023-03-01,Paris Lyon,Bellegarde (Ain),168,278,69,41,46.84349593,10.16937799
2023-03-01,Paris Montparnasse,Nantes,137,596,162,49,36.3744898,4.639938556
2023-03-01,Vannes,Paris Montparnasse,167,294,58,26,57.80320513,8.701164875
2023-03-01,Paris Lyon,Zurich,248,130,21,16,48.890625,9.328746177
2023-03-01,Dijon Ville,Paris Lyon,102,398,65,45,58.93814815,8.827377377
2023-03-01,Paris Est,Stuttgart,189,151,34,15,28.86222222,8.242450142
2023-03-01,Paris Montparnasse,Quimper,230,252,84,13,29.0,2.800595238
2023-03-01,Paris Lyon,Toulon,247,286,71,21,57.27380952,7.967364341
2023-03-01,Besancon Franche Comte Tgv,Paris Lyon,136,174,31,15,72.35111111,8.146153846
2023-03-01,Paris Lyon,Aix En Provence Tgv,188,454,89,53,57.99496855345911,9.266803653
2023-03-01,Paris Lyon,Montpellier,216,213,45,22,62.74848485,8.902281746
2023-03-01,Paris Montparnasse,Angouleme,128,307,127,19,29.29210526,4.608055556
2023-03-01,Paris Montparnasse,Brest,231,283,97,13,35.42307692,2.637096774
2023-03-01,Paris Montparnasse,Rennes,101,750,159,47,33.08404255,2.142921602
2023-03-01,Paris Montparnasse,Vannes,160,279,97,27,35.57407407,5.818681319
2023-03-01,Bordeaux St Jean,Paris Montparnasse,140,1066,297,111,32.40600601,5.552625868
2023-03-01,Lille,Paris Nord,68,681,113,79,15.54118512110729,3.4026153294376966
2023-03-01,Bordeaux St Jean,Tourcoing,333,31,10,2,59.5,6.0
2023-03-01,Tours,Paris Montparnasse,79,199,43,16,16.56875,2.201190476
2023-03-01,Angouleme,Paris Montparnasse,126,319,90,24,32.76388889,4.409684685
2023-03-01,Reims,Paris Est,46,250,33,11,40.07121212,2.357757296
2023-03-01,Toulouse Matabiau,Paris Montparnasse,276,182,41,23,34.99347826,8.630505952
2023-03-01,Paris Lyon,Perpignan,310,198,44,24,53.63611111,9.086688312
2023-03-01,Lille,Marseille St Charles,298,243,64,33,59.47509718172979,11.908427736395629
2023-03-01,Grenoble,Paris Lyon,188,224,107,19,43.29473684,8.327298851
2023-03-01,Angers Saint Laud,Paris Montparnasse,95,551,114,41,42.31463415,4.156903127
2023-03-01,Chambery Challes Les Eaux,Paris Lyon,181,352,66,61,44.12622951,10.93519814
2023-03-01,Macon Loche,Paris Lyon,98,266,67,62,39.51693548,14.42892919
2023-03-01,Marseille St Charles,Lille,281,201,51,24,66.09543859649119,13.687555555555528
2023-03-01,Marseille St Charles,Lyon Part Dieu,103,443,171,33,40.7,6.076666667
2023-03-01,Nantes,Strasbourg,310,58,16,7,70.79047619,12.34960317
2023-03-01,Paris Lyon,Le Creusot Montceau Montchanin,85,218,50,22,63.70227272727269,8.341765873
2023-03-01,Paris Montparnasse,La Rochelle Ville,179,231,106,14,42.25,5.76
2023-03-01,Paris Lyon,Avignon Tgv,165,407,77,51,54.69444444444439,9.499343434
2023-03-01,Paris Lyon,Dijon Ville,101,377,48,44,61.30681818,8.751925025
2023-03-01,Paris Montparnasse,Laval,80,316,36,33,27.544444444444405,3.193869048
2023-03-01,Saint Etienne Chateaucreux,Paris Lyon,173,114,30,10,67.78166667,12.21388889
2023-03-01,Le Creusot Montceau Montchanin,Paris Lyon,84,232,50,50,34.432,9.626574074
2023-03-01,Perpignan,Paris Lyon,312,194,35,25,45.66866667,8.047260274
2023-03-01,Nantes,Paris Montparnasse,133,616,150,36,47.46944444,3.996602289
2023-03-01,Paris Montparnasse,Bordeaux St Jean,140,1035,277,93,28.170430107526904,4.061301671
2023-03-01,Le Mans,Paris Montparnasse,59,472,88,52,32.00929487,4.772699653
2023-03-01,Marseille St Charles,Marne La Vallee,210,281,71,32,76.58697917,12.951116427432202
2023-03-01,Annecy,Paris Lyon,227,158,39,24,47.42222222,12.38179272
2023-03-01,Poitiers,Paris Montparnasse,100,495,154,48,22.98368056,3.615261044
2023-03-01,Lyon Part Dieu,Marseille St Charles,105,463,153,71,39.46197183,10.40520487
2023-03-01,Nimes,Paris Lyon,182,243,26,43,46.8751938,10.27565284
2023-03-01,Rennes,Lyon Part Dieu,237,86,38,8,103.2729167,17.134375
2023-03-01,Paris Lyon,Nimes,186,209,43,23,59.50652174,8.676506024
2023-03-01,Paris Nord,Arras,48,528,113,30,18.70777778,2.201927711
2023-03-01,Arras,Paris Nord,50,513,109,74,16.37094595,4.497885572
2023-03-01,Brest,Paris Montparnasse,226,282,65,17,42.77156863,4.596146953
2023-03-01,Paris Lyon,Annecy,228,155,42,22,56.43181818,12.87168142
2023-03-01,Paris Lyon,Chambery Challes Les Eaux,179,339,68,66,44.08787879,11.80621156
2023-03-01,Paris Montparnasse,Angers Saint Laud,98,509,121,41,29.471138211382097,2.470962199
2023-03-01,Paris Montparnasse,Toulouse Matabiau,270,199,81,14,41.11309524,3.278107345
2023-03-01,Paris Montparnasse,Poitiers,98,599,204,34,29.05539216,2.819620253
2023-03-01,St Pierre Des Corps,Paris Montparnasse,65,543,127,57,17.20935673,2.502386731391589
2023-04-01,Francfort,Paris Est,232,166,4,20,39.40583333,7.365320911000001
2023-04-01,Marne La Vallee,Marseille St Charles,215,270,7,55,60.87424242,15.23415716
2023-04-01,Nantes,Paris Montparnasse,133,605,28,61,45.74043716,5.48044483
2023-04-01,Toulouse Matabiau,Paris Montparnasse,273,204,11,37,75.20450451,17.27486339
2023-04-01,Lausanne,Paris Lyon,235,145,3,9,43.01481482,4.454137116
2023-04-01,Marseille St Charles,Tourcoing,284,30,0,5,44.9,9.316666667
2023-04-01,Paris Est,Reims,46,236,4,22,29.78939394,3.257471264
2023-04-01,Italie,Paris Lyon,432,92,2,22,61.69469697,17.83240741
2023-04-01,La Rochelle Ville,Paris Montparnasse,173,214,23,17,38.70294118,4.745008913
2023-04-01,Laval,Paris Montparnasse,81,283,3,46,40.65471015,6.281294964
2023-04-01,Marseille St Charles,Lyon Part Dieu,103,428,24,59,36.52062147,7.714521452
2023-04-01,Marseille St Charles,Marne La Vallee,210,278,1,50,48.933,10.9444645
2023-04-01,Paris Montparnasse,Rennes,101,699,14,88,28.61325758,3.4236496350000003
2023-04-01,Strasbourg,Nantes,334,55,5,3,84.02222222,6.427
2023-04-01,Paris Montparnasse,St Pierre Des Corps,66,491,25,46,16.64130435,1.836659514
2023-04-01,Paris Est,Metz,88,278,0,29,27.95689655,1.005815348
2023-04-01,Dunkerque,Paris Nord,130,163,0,21,17.7515873,4.686298569
2023-04-01,Marne La Vallee,Lyon Part Dieu,110,371,22,60,37.42111111,8.60434575
2023-04-01,Bordeaux St Jean,Paris Montparnasse,141,1034,60,140,47.69892857,7.724142661
2023-04-01,Marseille St Charles,Paris Lyon,201,557,4,80,45.34604167,7.834936479
2023-04-01,Paris Lyon,Montpellier,219,218,9,32,57.4703125,9.846730463
2023-04-01,Paris Montparnasse,Quimper,231,239,29,26,41.13461539,6.192857143
2023-04-01,Paris Nord,Dunkerque,128,187,1,13,29.30769231,1.827956989
2023-04-01,Paris Est,Stuttgart,190,133,4,28,32.98809524,11.89534884
2023-04-01,Lille,Paris Nord,69,646,1,111,17.28229747318254,4.471590238810077
2023-04-01,Lyon Part Dieu,Marseille St Charles,105,447,21,104,41.78012821,11.39734759
2023-04-01,Lyon Part Dieu,Paris Lyon,123,703,40,81,36.48868313,5.75297529
2023-04-01,Paris Lyon,Annecy,229,142,4,13,30.61538462,4.902173913
2023-04-01,Paris Montparnasse,Poitiers,96,580,39,50,22.696,2.416050524
2023-04-01,Paris Nord,Douai,69,114,9,17,20.26176471,3.967619048
2023-04-01,St Pierre Des Corps,Paris Montparnasse,65,512,21,62,28.3844086,4.002783435
2023-04-01,Tours,Paris Montparnasse,78,180,6,19,14.25964912,2.176819923
2023-04-01,Paris Lyon,Dijon Ville,101,346,3,36,38.17407407,4.490281827
2023-04-01,Paris Lyon,Toulon,245,311,3,39,59.89786325,10.55822511
2023-04-01,Paris Lyon,Aix En Provence Tgv,187,458,3,74,53.10765766,9.623406593
2023-04-01,Stuttgart,Paris Est,196,134,1,28,38.93690476,11.90039063
2023-04-01,Grenoble,Paris Lyon,185,182,14,16,32.73333333,4.953373016
2023-04-01,Paris Montparnasse,Toulouse Matabiau,271,199,24,27,49.93333333,8.100857143
2023-04-01,Nantes,Strasbourg,311,54,2,6,52.09166666699999,7.448397436
2023-04-01,Paris Lyon,Grenoble,188,210,25,23,54.04347826,7.586486487
2023-04-01,Paris Lyon,Nice Ville,353,241,2,43,46.73643411,10.09449093
2023-04-01,Nimes,Paris Lyon,182,259,4,49,49.89727891,11.15915679
2023-04-01,Paris Lyon,Avignon Tgv,164,445,5,70,46.2652381,8.551666667
2023-04-01,Paris Lyon,Valence Alixan Tgv,136,410,4,68,37.61078431,7.472824302
2023-04-01,Arras,Paris Nord,50,490,7,139,15.338968825000002,5.823809524
2023-04-01,Avignon Tgv,Paris Lyon,166,473,6,73,46.01278539,8.352284083
2023-04-01,Lille,Lyon Part Dieu,184,343,22,35,45.48992200365517,8.118743509913395
2023-04-01,Paris Est,Francfort,229,166,6,31,28.03870968,9.594895833
2023-04-01,Paris Lyon,Barcelona,403,60,6,6,51.5,5.944444444
2023-04-01,Brest,Paris Montparnasse,228,258,3,17,41.42352941,3.935522599
2023-04-01,Paris Lyon,Perpignan,309,225,7,37,46.55675676,8.953593272
2023-04-01,Zurich,Paris Lyon,251,138,2,8,37.18333333,4.274509804
2023-04-01,Paris Lyon,Nimes,187,202,9,27,55.09876543,8.311053541
2023-04-01,Paris Montparnasse,Angouleme,127,292,23,34,28.24852941,4.73110285
2023-04-01,Paris Nord,Lille,66,629,6,51,17.411929755294118,1.8381754949032103
2023-04-01,Aix En Provence Tgv,Paris Lyon,189,455,3,60,43.65166667,7.083702065
2023-04-01,Nice Ville,Paris Lyon,355,257,1,47,49.9,10.45585938
2023-04-01,Paris Montparnasse,Laval,79,303,3,46,31.65507246,4.871166667
2023-04-01,Montpellier,Paris Lyon,212,263,4,45,53.16814815,10.99396887
2023-04-01,Mulhouse Ville,Paris Lyon,174,296,5,24,29.71666667,3.6395189
2023-04-01,Paris Lyon,Saint Etienne Chateaucreux,174,114,10,17,37.51078431,7.775801282
2023-04-01,Tourcoing,Bordeaux St Jean,300,30,2,1,299.6,11.611309523999996
2023-04-01,Macon Loche,Paris Lyon,99,244,6,61,37.45765027,11.3545904
2023-04-01,Perpignan,Paris Lyon,312,229,2,38,60.94210526,12.17346786
2023-04-01,Rennes,Paris Montparnasse,100,733,8,99,36.57373737,5.690953039
2023-04-01,Saint Etienne Chateaucreux,Paris Lyon,173,114,6,13,33.01410256,6.119070513
